# This file contains 100 random points in the unit cube [0,1)^3.
0.275231 0.803121 0.269623
0.63863 0.948422 0.187991
0.308964 0.449766 0.636834
0.167546 0.187924 0.479832
0.450281 0.943151 0.154099
0.171825 0.910409 0.125242
0.777706 0.980127 0.0504523
0.798619 0.933039 0.245949
0.602149 0.80378 0.482873
0.477791 0.873392 0.890147
0.512535 0.398288 0.0836617
0.166551 0.251078 0.697963
0.45731 0.129478 0.774711
0.0814266 0.646675 0.769994
0.136083 0.547945 0.602341
0.296114 0.846978 0.924365
0.159183 0.555584 0.282603
0.602975 0.497169 0.220877
0.931104 0.431208 0.177661
0.0645232 0.82061 0.195612
0.530496 0.754712 0.588997
0.909391 0.583054 0.514935
0.408694 0.487384 0.960105
0.26042 0.140186 0.540967
0.492403 0.142777 0.913137
0.382109 0.0542042 0.43261
0.195212 0.915439 0.18018
0.360552 0.252923 0.494143
0.992112 0.429092 0.267911
0.200276 0.529976 0.00293203
0.605973 0.638627 0.748284
0.0727694 0.702105 0.525923
0.306567 0.114511 0.537602
0.542875 0.747498 0.420788
0.616029 0.139749 0.830926
0.405547 0.13053 0.144656
0.362918 0.932507 0.0647387
0.0729521 0.873703 0.41265
0.00813099 0.485151 0.598314
0.136655 0.231716 0.569772
0.33204 0.645639 0.425955
0.904894 0.527278 0.340033
0.0296374 0.781414 0.786532
0.0358243 0.668331 0.574657
0.782883 0.153335 0.811755
0.806236 0.475883 0.179005
0.984784 0.0708315 0.0498827
0.235733 0.131161 0.291695
0.34998 0.445706 0.36248
0.529615 0.19484 0.0164487
0.938462 0.280306 0.818254
0.503654 0.0984601 0.389814
0.636805 0.111953 0.680894
0.571385 0.348635 0.662549
0.575046 0.430666 0.81303
0.968286 0.0172559 0.684112
0.640453 0.253453 0.935645
0.384971 0.817739 0.410421
0.237785 0.636667 0.204075
0.880676 0.0311583 0.813109
0.945376 0.0259334 0.691452
0.932361 0.935631 0.262465
0.124879 0.771876 0.106383
0.31011 0.318897 0.031331
0.695827 0.603373 0.579106
0.551421 0.958413 0.760806
0.976183 0.0998006 0.467399
0.634003 0.0869361 0.495987
0.867897 0.373854 0.774906
0.306299 0.538554 0.475848
0.625186 0.506706 0.17157
0.881061 0.351983 0.657093
0.0135527 0.396299 0.576027
0.51373 0.599098 0.103427
0.0817757 0.723644 0.944934
0.699754 0.0263816 0.485038
0.62387 0.237265 0.699725
0.472289 0.728362 0.430304
0.775989 0.638189 0.793412
0.75929 0.934948 0.620112
0.993082 0.891527 0.650765
0.00312516 0.291969 0.960535
0.844155 0.0647648 0.469241
0.510585 0.604609 0.442053
0.553865 0.608494 0.904491
0.468077 0.203086 0.749969
0.597709 0.642537 0.998526
0.248052 0.650413 0.931823
0.482301 0.939841 0.431765
0.459776 0.00136189 0.343987
0.583928 0.328844 0.53622
0.776158 0.930965 0.0850964
0.96357 0.0697742 0.901849
0.314617 0.0806052 0.104777
0.590665 0.765523 0.683778
0.474561 0.625588 0.00611454
0.71337 0.0144106 0.679645
0.613572 0.902742 0.953206
0.576874 0.967863 0.678033
0.155637 0.505331 0.623263
